Vernier Format 2
Hydrogen Spectrum.cmbl 12/8/2023 21:15:25 .
Latest
Wavelength	Intensity
λ	I
nm	rel

380	0.00141280941281
382	0.00136885336885
384	0.00140711140711
386	0.00162282162282
388	0.00187678987679
390	0.00145743145743
392	0.00141791541792
394	0.00148606948607
396	0.00272986272986
398	0.00186702186702
400	0.00161327561328
402	0.00176138676139
404	0.00166189366189
406	0.00203307803308
408	0.00220076220076
410	0.00841647241647
412	0.00172360972361
414	0.00177748177748
416	0.00206238206238
418	0.00190120990121
420	0.00189144189144
422	0.00180286380286
424	0.0015984015984
426	0.00188167388167
428	0.00194694194694
430	0.00201354201354
432	0.00550560550561
434	0.0472833832834
436	0.00219280719281
438	0.00187190587191
440	0.0021682021682
442	0.00227727827728
444	0.00224797424797
446	0.00227809227809
448	0.00227727827728
450	0.00225367225367
452	0.00200865800866
454	0.00228216228216
456	0.00243275243275
458	0.00272172272172
460	0.00195249195249
462	0.003004995005
464	0.00267695267695
466	0.00221378621379
468	0.00256543456543
470	0.00220076220076
472	0.00258985458985
474	0.00240833240833
476	0.00252147852148
478	0.00316128316128
480	0.00555444555445
482	0.004773004773
484	0.0348389388389
486	0.817998889999
488	0.023145003145
490	0.00404528804529
492	0.00478521478521
494	0.00414785214785
496	0.00324268324268
498	0.00289754689755
500	0.00323861323861
502	0.0030636030636
504	0.00256299256299
506	0.00268753468753
508	0.00273393273393
510	0.00218448218448
512	0.00207459207459
514	0.00211610611611
516	0.00214378214378
518	0.00208191808192
520	0.00209087209087
522	0.00194453694454
524	0.0020574980575
526	0.00236763236763
528	0.00195004995005
530	0.00201354201354
532	0.00185725385725
534	0.00183871683872
536	0.00186702186702
538	0.00202168202168
540	0.00204284604285
542	0.00247345247345
544	0.00193824693825
546	0.00160816960817
548	0.00167425167425
550	0.00192562992563
552	0.00175306175306
554	0.00210308210308
556	0.00179864579865
558	0.00163096163096
560	0.00198423798424
562	0.0022496022496
564	0.0020868020868
566	0.00255078255078
568	0.00375143375143
570	0.00396225996226
572	0.00443519443519
574	0.00454508454508
576	0.00539815739816
578	0.00627483627484
580	0.00832611832612
582	0.00799644799645
584	0.00539571539572
586	0.00492359492359
588	0.00688777888778
590	0.00393051393051
592	0.00587597587598
594	0.00590120990121
596	0.00537536537537
598	0.00548932548933
600	0.00414296814297
602	0.00745106745107
604	0.00444333444333
606	0.00497813297813
608	0.00519221519222
610	0.00312483812484
612	0.00450438450438
614	0.00392237392237
616	0.00336885336885
618	0.00293336293336
620	0.00274791874792
622	0.00312872312872
624	0.00255892255892
626	0.00215029415029
628	0.00259148259148
630	0.00257113257113
632	0.00292929292929
634	0.00263869463869
636	0.00276649276649
638	0.00282754282754
640	0.00337292337292
642	0.00358049358049
644	0.00433832833833
646	0.00474451474451
648	0.00513116513117
650	0.0096854996855
652	0.0255007215007
654	0.158004588005
656	0.965847485847
658	0.434113664114
660	0.0147485847486
662	0.006667998668
664	0.00449217449217
666	0.0037555037555
668	0.00326303326303
670	0.00296592296592
672	0.00253857253857
674	0.00219913419913
676	0.00203814703815
678	0.00172457172457
680	0.00137455137455
682	0.00150090650091
684	0.00108558108558
686	0.00114256114256
688	0.00103211603212
690	0.000821400821401
692	0.000925925925926
694	0.000925370925371
696	0.000815295815296
698	0.000871350871351
700	0.000665260665261
702	0.000830465830466
704	0.000989380989381
706	0.000874865874866
708	0.000538350538351
710	0.000856476856477
712	0.000716320716321
714	0.000658415658416
716	0.000754800754801
718	0.000796610796611
720	0.000805305805306
722	0.000821215821216
724	0.000977910977911
726	0.00129722129722
728	0.00108983608984
730	0.00110056610057
732	0.000809930809931
734	0.000859140859141
736	0.000857845857846
738	0.000752395752396
740	0.000683945683946
742	0.000583490583491
744	0.000971620971621
746	0.000866910866911
748	0.000631775631776
750	0.000665445665446
752	0.000963665963666
754	0.000974025974026
756	0.000646020646021
758	0.000783660783661
760	0.0010520960521
762	0.000508380508381
764	0.000603285603286
766	0.000756386470672
768	0.000748325748326
770	0.000562400562401
772	0.000636770636771
774	0.00042994042994
776	0.00129962629963
778	0.000997705997706
780	0.000599400599401
782	0.00038887038887
784	0.000310615310615
786	0.000875790875791
788	0.000448995448995
790	0.00045658045658
792	0.000410515410515
794	0.000487105487105
796	0.000567765567766
798	0.000598845598846
800	0.000366617509475
802	0.000464535464535
804	0.000506715506716
806	0.000525030525031
808	0.000552780552781
810	0.000481581910153
812	0.000454175454175
814	0.00030488030488
816	0.000292115292115
818	0.00037074037074
820	0.00047619047619
822	0.00031117031117
824	0.000379435379435
826	0.00049432049432
828	0.000308897451755
830	0.000385355385355
832	0.000334295334295
834	0.00049802049802
836	0.000309373166516
838	0.000373145373145
840	0.000374255374255
842	0.000421007563865
844	0.000825285825286
846	0.00038295038295
848	0.00034965034965
850	0.00033744033744
852	0.0004292004292
854	0.000543715543716
856	0.000372801801373
858	0.00024198024198
860	0.000331731760303
862	0.00030377030377
864	0.000316535316535
866	0.000316826031112
868	0.00031709031709
870	0.00030414030414
872	0.000387073244216
874	0.000418655418655
876	0.000343148914577
878	0.000321345321345
880	0.00041403041403
882	0.000315081743653
884	0.00039072039072
886	0.000486656200942
888	0.000479335479335
890	0.000516467659325
892	0.00047138047138
894	0.000481899053328
896	0.000500055500056
898	0.000367251795823
900	0.00032375032375
902	0.00027602027602
904	0.000308421736993
906	0.00030081030081
908	0.000485995485995
910	0.000336806051092
912	0.00042846042846
914	0.000366458937888
916	0.000445665445665
918	0.000425447568305
920	0.0002849002849
922	0.000397063254206
924	0.000344655344655
926	0.000409431838003
928	0.000383584669299
930	0.0003256003256
932	0.000286697429555
934	0.000341325341325
936	0.000453673310816
938	0.000358371786943
940	0.00030081030081
942	0.000366458937888
944	0.000341087483945
946	0.000263625263625
948	0.000324596038882
950	0.000373277516135
