Vernier Format 2
Near Sun 9.22 Spectrum.cmbl 12/11/2023 00:40:40 .
Latest
Wavelength	Intensity
λ	I
nm	rel

380	0.0526027306027
382	0.0416967476967
384	0.0474647574648
386	0.0550447330447
388	0.0579849039849
390	0.0741436341436
392	0.0604757464757
394	0.0654671994672
396	0.0673792873793
398	0.105418359418
400	0.12575047175
402	0.136528656529
404	0.137110667111
406	0.138727272727
408	0.152816812817
410	0.15019003219
412	0.168846930847
414	0.170155030155
416	0.178307248307
418	0.176001998002
420	0.185087875088
422	0.187606393606
424	0.197924667925
426	0.200319458319
428	0.200627150627
430	0.17612979613
432	0.22978954379
434	0.232680874681
436	0.268893328893
438	0.254522144522
440	0.279654419654
442	0.306146076146
444	0.30933044733
446	0.308730528731
448	0.33628038628
450	0.361396381396
452	0.347855477855
454	0.356353646354
456	0.376776926777
458	0.385794427794
460	0.393818033818
462	0.422136308136
464	0.435877455877
466	0.4501998002
468	0.473012987013
470	0.498592148592
472	0.556583194583
474	0.597586857587
476	0.635093573094
478	0.696911236911
480	0.747528249528
482	0.791115551116
484	0.789442779443
486	0.719054501055
488	0.811864431864
490	0.87377000777
492	0.85566988567
494	0.893374403374
496	0.904550634551
498	0.893071595072
500	0.876707736708
502	0.877447663448
504	0.887240907241
506	0.919855477855
508	0.887997927998
510	0.908837162837
512	0.905059385059
514	0.887665001665
516	0.845177415177
518	0.818185148185
520	0.874855884856
522	0.874672734673
524	0.897115551116
526	0.837814777815
528	0.874927516928
530	0.89372035372
532	0.857564879565
534	0.867936877937
536	0.864793206793
538	0.859088689089
540	0.83103008103
542	0.837590927591
544	0.847662152662
546	0.842487956488
548	0.83855958856
550	0.842668664669
552	0.839227069227
554	0.84324009324
556	0.828973914974
558	0.813728493728
560	0.81357953158
562	0.802283642284
564	0.798693898694
566	0.775293817294
568	0.780374810375
570	0.757393939394
572	0.760912050912
574	0.755454175454
576	0.738942168942
578	0.727395567396
580	0.735417545418
582	0.7367004107
584	0.726443186443
586	0.714066304066
588	0.669638139638
590	0.665588485588
592	0.681766751767
594	0.675586857587
596	0.682507492507
598	0.676190846191
600	0.668192474192
602	0.669198579199
604	0.670948680949
606	0.661975135975
608	0.649068339068
610	0.633016243016
612	0.623962925963
614	0.609324749325
616	0.598982868983
618	0.601001591002
620	0.597931179931
622	0.581331261331
624	0.567187997188
626	0.560602730603
628	0.545368705369
630	0.534155844156
632	0.532002812003
634	0.519127761128
636	0.514127354127
638	0.515026825027
640	0.498319458319
642	0.492141192141
644	0.485100899101
646	0.469552669553
648	0.455242535243
650	0.459381729382
652	0.457862803863
654	0.442303992304
656	0.390952750953
658	0.428986938987
660	0.431392311392
662	0.429222999223
664	0.427924667925
666	0.424583194583
668	0.417717097717
670	0.40601990602
672	0.394367484367
674	0.387132645133
676	0.384155844156
678	0.378172938173
680	0.371156251156
682	0.358522958523
684	0.352173752174
686	0.297953157953
688	0.287460687461
690	0.298614940615
692	0.305344285344
694	0.303061013061
696	0.308014208014
698	0.301998741999
700	0.286956006956
702	0.288999148999
704	0.287961297961
706	0.293174973175
708	0.291172531173
710	0.284666222666
712	0.280382950383
714	0.280574240574
716	0.250586450586
718	0.216166426166
720	0.220391090391
722	0.24076960077
724	0.2208998409
726	0.223268583269
728	0.221437081437
730	0.223166833167
732	0.235637325637
734	0.24448958449
736	0.243907573908
738	0.239479409479
740	0.23989047989
742	0.231290561291
744	0.231831871832
746	0.23324009324
748	0.223630813631
750	0.2194997595
752	0.214216894217
754	0.209402079402
756	0.201070781071
758	0.177094387094
760	0.0780752580753
762	0.0864106264106
764	0.10113997114
766	0.140417836132
768	0.160842860843
770	0.164485514486
772	0.1622999223
774	0.158677618678
776	0.153740703741
778	0.148848558849
780	0.144916934917
782	0.142479002479
784	0.137851407851
786	0.133423243423
788	0.125323935324
790	0.120765530766
792	0.116447256447
794	0.114892514893
796	0.113976763977
798	0.115067525068
800	0.111609184466
802	0.110224220224
804	0.110244570245
806	0.110264920265
808	0.107867687868
810	0.105061129347
812	0.0991375291375
814	0.0884415584416
816	0.0821656121656
818	0.081603951604
820	0.0855809270095
822	0.074632034632
824	0.0822755022755
826	0.0838017538018
828	0.0777595420453
830	0.0760890960891
832	0.0760321160321
834	0.0758041958042
836	0.0764548150262
838	0.0751774151774
840	0.0748518148518
842	0.0734058005487
844	0.0710341510342
846	0.0697358197358
848	0.0662111962112
850	0.0630272901701
852	0.0605335405335
854	0.0540988640989
856	0.0577839620697
858	0.0569763569764
860	0.0546686646687
862	0.0548843748844
864	0.0526987826988
866	0.0475694147123
868	0.0491171791172
870	0.0480345580346
872	0.0463135277421
874	0.0445302845303
876	0.0436622108051
878	0.0433337033337
880	0.0416365116365
882	0.0408713508714
884	0.0407655307655
886	0.040044558616
888	0.0400044400044
890	0.0405155162298
892	0.0390317090317
894	0.0354047539762
896	0.0320760720761
898	0.0286787815359
900	0.0274566174566
902	0.02962999963
904	0.0328476285619
906	0.0289055389055
908	0.0259873459873
910	0.0260588617731
912	0.0245302845303
914	0.023414521986
916	0.0225400525401
918	0.0236308136308
920	0.0243471343471
922	0.0228423956995
924	0.021371961372
926	0.0207352964496
928	0.0166083123226
930	0.0117911717912
932	0.0079008293294
934	0.00617863617864
936	0.00581815010386
938	0.00812758669902
940	0.00906833906834
942	0.008043860901
944	0.00700426557569
946	0.00662226662227
948	0.00667285095857
950	0.0069449598021
