Vernier Format 2
Neon Spectrum.cmbl 12/9/2023 22:22:07 .
Latest
Wavelength	Intensity
λ	I
nm	rel

380	0.000865800865801
382	0.000704628704629
384	0.000772930772931
386	0.000960372960373
388	0.000903984903985
390	0.00102897102897
392	0.000761016761017
394	0.00100965700966
396	0.000963110963111
398	0.00100277500278
400	0.000872682872683
402	0.000902060902061
404	0.00102630702631
406	0.00105361305361
408	0.0011186961187
410	0.000889110889111
412	0.000861360861361
414	0.000961630961631
416	0.000987012987013
418	0.000890220890221
420	0.0010224960225
422	0.00104162504163
424	0.000999740999741
426	0.00113863913864
428	0.00106426906427
430	0.00106504606505
432	0.00112864912865
434	0.00132711732712
436	0.00106338106338
438	0.00102430902431
440	0.00115255115255
442	0.00140548340548
444	0.0011191031191
446	0.00111240611241
448	0.00103119103119
450	0.00111610611611
452	0.00117282717283
454	0.00155666555667
456	0.00113904613905
458	0.00145898545899
460	0.000978650978651
462	0.00126162726163
464	0.00138491138491
466	0.00138084138084
468	0.00141014541015
470	0.00306175306175
472	0.00193273393273
474	0.00154771154771
476	0.0014247974248
478	0.00160876160876
480	0.00146875346875
482	0.00212972212972
484	0.00226973026973
486	0.00531246531247
488	0.00216228216228
490	0.00146386946387
492	0.00149646649647
494	0.00174225774226
496	0.00217449217449
498	0.00157797757798
500	0.00186924186924
502	0.00294372294372
504	0.00739223739224
506	0.00192296592297
508	0.00552003552004
510	0.00344189144189
512	0.00899174899175
514	0.00540037740038
516	0.00359492359492
518	0.00397913197913
520	0.00592296592297
522	0.00323676323676
524	0.00193273393273
526	0.00175528175528
528	0.00228438228438
530	0.00308617308617
532	0.0142501942502
534	0.0267044067044
536	0.00404750804751
538	0.00592703592704
540	0.0613857253857
542	0.00455544455544
544	0.00278906278906
546	0.00182084582085
548	0.00197913197913
550	0.00209390609391
552	0.00209309209309
554	0.00254079254079
556	0.00592784992785
558	0.00252044252044
560	0.0026751026751
562	0.00278499278499
564	0.0062444962445
566	0.0101525141525
568	0.00777481777482
570	0.00577644577645
572	0.00818588818589
574	0.015458985459
576	0.0621036741037
578	0.0123454323454
580	0.0314256114256
582	0.0472025752026
584	0.53878010878
586	0.769126059126
588	0.888858252858
590	0.108796388796
592	0.0464113664114
594	0.966313686314
596	0.468556258556
598	0.290045880046
600	0.0217862137862
602	0.403607133607
604	0.147302697303
606	0.443612831613
608	0.961368631369
610	0.796936396936
612	0.150069486069
614	0.966313686314
616	0.923244903245
618	0.10692011692
620	0.233405261405
622	0.634233914234
624	0.0447955747956
626	0.846684870685
628	0.415878195878
630	0.722451252451
632	0.594673474673
634	0.850860694861
636	0.10659044659
638	0.966313686314
640	0.966313686314
642	0.379341769342
644	0.0282526362526
646	0.0279457579458
648	0.0332856032856
650	0.884592074592
652	0.908203796204
654	0.51937025937
656	0.0384341584342
658	0.238295778296
660	0.746684056684
662	0.0455566655567
664	0.0219547119547
666	0.275800865801
668	0.887701557702
670	0.40932955933
672	0.690981980982
674	0.0317446997447
676	0.00784400784401
678	0.00602471602472
680	0.00534502534503
682	0.00535316535317
684	0.00512524512525
686	0.0053897953898
688	0.010224960225
690	0.0115981795982
692	0.666895696896
694	0.482638472638
696	0.0143641543642
698	0.0132896732897
700	0.018714988715
702	0.707962037962
704	0.687420727421
706	0.0468224368224
708	0.00710733710734
710	0.00500965700966
712	0.00467754467754
714	0.00541828541829
716	0.176545676546
718	0.186342176342
720	0.0115762015762
722	0.0119506419506
724	0.850977910978
726	0.141897731898
728	0.00574795574796
730	0.00297628297628
732	0.00232508232508
734	0.00201983201983
736	0.00186924186924
738	0.00186258186258
740	0.0026751026751
742	0.0648525548526
744	0.206863136863
746	0.0152799052799
748	0.0615762015762
750	0.0178806378806
752	0.0262933362933
754	0.058364968365
756	0.00523920523921
758	0.00115662115662
760	0.00124893624894
762	0.0010113960114
764	0.000917970917971
766	0.000950319521748
768	0.000974210974211
770	0.000910200910201
772	0.000723350723351
774	0.000711510711511
776	0.00610944610945
778	0.00444555444555
780	0.000920375920376
782	0.000820845820846
784	0.000918525918526
786	0.00124383552955
788	0.000717430717431
790	0.000592370592371
792	0.00145632145632
794	0.00813297813298
796	0.00135013135013
798	0.000705035705036
800	0.000661084946799
802	0.000651570651571
804	0.000639915639916
806	0.000982720982721
808	0.00593147593148
810	0.00224251938538
812	0.010574980575
814	0.00908535908536
816	0.00102564102564
818	0.000596440596441
820	0.000646813503956
822	0.000705960705961
824	0.00137788137788
826	0.00732304732305
828	0.00714047856905
830	0.0190243090243
832	0.00248362748363
834	0.00129944129944
836	0.0381887953317
838	0.0600621600622
840	0.00932141932142
842	0.0123314780458
844	0.00311059311059
846	0.00303733303733
848	0.0225855625856
850	0.0290138432996
852	0.00214840714841
854	0.00151108151108
856	0.00169354455069
858	0.0162078662079
860	0.00671487242916
862	0.0111732711733
864	0.0304284604285
866	0.0205575377004
868	0.0099481999482
870	0.00252044252044
872	0.000729905015619
874	0.000665445665446
876	0.00998731427303
878	0.0335705035705
880	0.00481592481592
882	0.000917653774797
884	0.00611092611093
886	0.00887778887779
888	0.00155992155992
890	0.00113806828093
892	0.00197099197099
894	0.000649192077764
896	0.000515780515781
898	0.000901796616082
900	0.000539830539831
902	0.00035557035557
904	0.000371691800263
906	0.000446061874633
908	0.00041218041218
910	0.000297638869067
912	0.000500055500055
914	0.00243994101137
916	0.000893365893366
918	0.000850102278674
920	0.00216246716247
922	0.00222507651079
924	0.000741850741851
926	0.000701996416282
928	0.000864849436278
930	0.00161283161283
932	0.00161108732537
934	0.000548340548341
936	0.000598290598291
938	0.000571492000063
940	0.00049876049876
942	0.000770657913515
944	0.000592740592741
946	0.000589965589966
948	0.000868655154369
950	0.000628894914609
