Vernier Format 2
Water Vapor Spectrum.cmbl 12/10/2023 20:56:48 .
Latest
Wavelength	Intensity
λ	I
nm	rel

380	0.00603263403263
382	0.00141391941392
384	0.00220927220927
386	0.0021351981352
388	0.00396181596182
390	0.00274651274651
392	0.00285803085803
394	0.00501676101676
396	0.00327561327561
398	0.00464069264069
400	0.00385436785437
402	0.00162726162726
404	0.00320967920968
406	0.00352225552226
408	0.00353202353202
410	0.00997890997891
412	0.00253946053946
414	0.0031413031413
416	0.00157353757354
418	0.00271639471639
420	0.00333259333259
422	0.00186169386169
424	0.00220723720724
426	0.00397158397158
428	0.00193006993007
430	0.00176564176564
432	0.00570052170052
434	0.0588629148629
436	0.00451289451289
438	0.00190076590077
440	0.00303141303141
442	0.00212054612055
444	0.00162726162726
446	0.0021238021238
448	0.00310223110223
450	0.00178451178451
452	0.00152958152958
454	0.00175091575092
456	0.00244533244533
458	0.00198379398379
460	0.00148074148074
462	0.00188922188922
464	0.00290931290931
466	0.00202775002775
468	0.00186657786658
470	0.00210345210345
472	0.00230613830614
474	0.00188774188774
476	0.00193983793984
478	0.002368002368
480	0.00623776223776
482	0.00426869426869
484	0.0303940503941
486	0.850071706072
488	0.0182654382654
490	0.00374203574204
492	0.00317386317386
494	0.00277011877012
496	0.0032634032634
498	0.00246731046731
500	0.00235523735524
502	0.00261383061383
504	0.00225404225404
506	0.00231590631591
508	0.00184297184297
510	0.00178354978355
512	0.00194065194065
514	0.00207170607171
516	0.00228253228253
518	0.00232079032079
520	0.00207496207496
522	0.00181448181448
524	0.00158818958819
526	0.00176564176564
528	0.00146608946609
530	0.00159877159877
532	0.00403996003996
534	0.00247789247789
536	0.00166655566656
538	0.00165482665483
540	0.00175912975913
542	0.00233951233951
544	0.00279128279128
546	0.00157842157842
548	0.00151866651867
550	0.00169563769564
552	0.00172105672106
554	0.00170459170459
556	0.00158330558331
558	0.00158249158249
560	0.00167121767122
562	0.00150109150109
564	0.00150238650239
566	0.00163702963703
568	0.00222148222148
570	0.00222799422799
572	0.00271802271802
574	0.00290524290524
576	0.00282872682873
578	0.0033041033041
580	0.00396751396751
582	0.00356621156621
584	0.00310467310467
586	0.00262441262441
588	0.0034782994783
590	0.00264883264883
592	0.0033041033041
594	0.00334154734155
596	0.0035483035483
598	0.00341399341399
600	0.00311688311688
602	0.00420357420357
604	0.00282384282384
606	0.00293617493617
608	0.00252673252673
610	0.00203833203833
612	0.00250638250638
614	0.00769156769157
616	0.0144070744071
618	0.00215543715544
620	0.00187634587635
622	0.00221334221334
624	0.00192844192844
626	0.00186169386169
628	0.00215229215229
630	0.00255522255522
632	0.00258778258778
634	0.00264801864802
636	0.00339771339771
638	0.00337736337736
640	0.0035483035483
642	0.00443963443963
644	0.00777133977134
646	0.00861952861953
648	0.00610833610834
650	0.0117982017982
652	0.0327872127872
654	0.183047693048
656	0.966535686536
658	0.403332593333
660	0.0143500943501
662	0.00718037518038
664	0.00506234506235
666	0.00430939430939
668	0.00398379398379
670	0.00330003330003
672	0.00270988270988
674	0.00235009435009
676	0.00239242239242
678	0.00218078218078
680	0.00170866170866
682	0.00160691160691
684	0.00138232138232
686	0.00115958115958
688	0.00116735116735
690	0.00102941502942
692	0.00104414104414
694	0.000904465904466
696	0.000862100862101
698	0.00104599104599
700	0.00302493802494
702	0.000965330965331
704	0.000838420838421
706	0.000678025678026
708	0.000762200762201
710	0.000842712842713
712	0.000694860694861
714	0.000906130906131
716	0.00100233100233
718	0.000932955932956
720	0.000620490620491
722	0.000931475931476
724	0.00192233692234
726	0.00171291671292
728	0.000895030895031
730	0.000988455988456
732	0.000766085766086
734	0.00104506604507
736	0.000893920893921
738	0.000987160987161
740	0.000829725829726
742	0.000988270988271
744	0.00143208643209
746	0.00243719243719
748	0.00155696155696
750	0.00113497613498
752	0.000810485810486
754	0.000903355903356
756	0.00102101602102
758	0.00101805601806
760	0.00107392607393
762	0.000983645983646
764	0.00101232101232
766	0.000818546532832
768	0.0010323010323
770	0.00113608613609
772	0.00136678136678
774	0.0020831020831
776	0.189246309246
778	0.0876874976875
780	0.00339364339364
782	0.000967180967181
784	0.000678580678581
786	0.00127792842079
788	0.000566470566471
790	0.000594220594221
792	0.000567950567951
794	0.000791985791986
796	0.000472675472675
798	0.000746845746846
800	0.000661560661561
802	0.000545565545566
804	0.000637325637326
806	0.0004144004144
808	0.000683205683206
810	0.000573236287522
812	0.000433825433825
814	0.000517445517446
816	0.000400155400155
818	0.000658045658046
820	0.000796187939045
822	0.00145983645984
824	0.000731490731491
826	0.0004181004181
828	0.000566100566101
830	0.000490805490805
832	0.000561845561846
834	0.000577570577571
836	0.000619222047793
838	0.000735375735376
840	0.000963110963111
842	0.00402042402042
844	0.150247530248
846	0.0198852998853
848	0.00113405113405
850	0.000662670662671
852	0.000628630628631
854	0.000633625633626
856	0.000485863343006
858	0.00047915047915
860	0.000540729112158
862	0.000637695637696
864	0.000546305546306
866	0.000707863565006
868	0.000779960779961
870	0.000622895622896
872	0.000577834863549
874	0.000576830576831
876	0.00042957042957
878	0.00036334036334
880	0.000471195471195
882	0.000593374879089
884	0.000399045399045
886	0.000466834752549
888	0.000646390646391
890	0.000565466279752
892	0.000463795463795
894	0.000386756101042
896	0.000477855477855
898	0.00044955044955
900	0.000412365412365
902	0.000406075406075
904	0.000428301856873
906	0.0004329004329
908	0.000638065638066
910	0.000472543329686
912	0.000501535501536
914	0.000485229056658
916	0.000372035372035
918	0.000436706150992
920	0.00044807044807
922	0.000576566290852
924	0.00123857623858
926	0.012794189937
928	0.00249242820671
930	0.000543530543531
932	0.000456844742559
934	0.000538905538906
936	0.000321741750313
938	0.000539936254222
940	0.000335775335775
942	0.0004107004107
944	0.000429094714809
946	0.00044437044437
948	0.000467944753659
950	0.000466041894613
